video_id,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten
-r-vfy1vcMc,1,,-1,1
J6b7NLKc3dQ,1,,-1,1
jbDBzBimQ1s,-0.5,,,-0.5
l7GYJACLslE,0.5,,-1,
bFUT-Lxhbg8,,,-1,
vaGNJQ7FfFg,-1,,-1,
38p9wYc1Eug,0,,,0.5
BzmdeH68G-k,-1,,,-1
dFREOqyionI,-0.5,,-1,1
V5N47iGHJL4,-0.5,,-1,1
TTlEIFZmpjU,0.5,-0.5,-1,-0.5
Lm2ER-sElaY,0.5,,-1,
UXrLh1fEedM,+0.5,,,+0.5
YWL6T6HCt4o,-0.5,,-1,1
C05AgKbVQ1I,0.5,,-1,1
xMmeqlby9go,1,,-1,1
tDPr99MAKH4,-1,,,-0.5
qicd5FrCgkE,-1,0,-1,-1
RGQmL_zjH1Q,-1,,,1
vtJcWC7GRqI,,,,-1
92FcGNzUuGI,,,,
yvanYYvBdrA,-1,,-1,-1
4ozvoUUsQNE,-1,,-1,0
F120UQSoNzw,-1,0.5,-1,0.5
I3xCBiXhR9w,-0.5,,-1,1
fLF7UqrKqi0,-1,,-1,-0.5
Ub5W56udBdo,1,,,-1
3oPSnL4wz1w,-1,0.5,-1,-0.5
MiEDlqbJ1b8,-1,,-0.5,
NcpRGrQJIU4,-1,,-1,0
BUij9nceI18,-1,,,
1vlJBWnNwqs,-0.5,,-1,-0.5
qNNIQcq8ZKg,0,,,0
IKMslumKzXw,-1,,,0.5
gyJElVKxVfU,,,,
ECUu7c3oDVI,-1,,-1,-0.5
sCnbX1cafXc,-1,0.5,-1,
trzBbjKMf0M,-1,,,-1
inocw1i9ZW8,0.5,,-1,0.5
m0lDL_dmhjQ,-1,1,,
mymw1wYJwWI,-0.5,,-1,-1
F-us3vMYlik,,,-1,
05Q1sGx3KuM,-1,0.5,,-1
BlriNz9woQ8,-0.5,,,
BGSEUoiyrQQ,,,,
_B4e8JD53lE,,,,
jNGG1NY9FMU,-1,,-1,0
tPRb-r7IvsQ,0.5,,,
HNbpyTqaCNk,-1,,-1,-1
wFUImIW_Z7s,-1,,,-1
OGubIb0PD5Q,0,,-1,
PSjNrYF5icQ,-0.5,,-1,1
qQzuEm-zN8c,-1,,,
cqYp23scRPM,-0.5,,,
aclYQDGncqM,-1,,,
xN-Hm_3EUfg,0,,,-1
X1y3fIqoksI,0.5,,-1,
WLySRFx23j0,-0.5,,-1,
Zd7Fcqcmmxg,-1,,,-1
uwtEM3_B_Bo,-0.5,,,0
AWBM0bjSDpw,,,,0.5
G7PDA0QgQBY,0.5,,-1,1
BhmtSu052VA,,,,
AcaYKF77Sdo,1,,-1,1
o1m-bkQL-Ys,-0.5,,,0
6LNz12Q0or0,0.5,,-1,
IkgWxgW4iEM,1,,-1,1
YAtaMoFZh8E,-1,0,,1
o76nNOAfVKQ,-0.5,,-1,0
pxs68D-J-_A,-1,,-0.5,
ffqSfsXt_5U,0.5,,-1,0.5
-vv-wf2i9oY,-1,1,,-1
Mc4-WSPtljA,-1,,-1,-1
jymhpjY2UsI,-1,,-1,-0.5
6LnzTCMH_Ag,-1,,-1,
nCdRjQZOIy0,-1,,,-1
-_-uIpDG4sw,-1,,,-1
N9zeo30aUXY,0,,,
s68BronfMXU,1,,-1,-1
gEFUC80IqZo,-1,,-0.5,0.5
bw73TEu25zI,1,,-1,-1
OyHH5Z4N4hE,-1,1,,
1NzjtdmgDGQ,-1,,-1,
4nBrn4kkj0I,-0.5,0.5,-1,0.5
pdF3DKdrcsQ,-1,,-1,-1
T7FIxxpC0Qw,-1,,,
J8ttmLikxho,-1,,,
Tddb2MHfwTA,-1,,,-0.5
Ewz7knWQ3Vw,-0.5,,,
9BdpxBzZ-qo,0.5,,-1,0.5
hPRLmfV9ukg,,,,1
RLvAtBVreTY,-1,,,-1
xRvRyVGm08g,,,,-0.5
vOUMPML6RKM,0,,-1,-0.5
rJiTUX9ElWY,0,,,0.5
MZsQCHdtKV8,-1,,-0.5,0.5
dO9I5US76QA,-1,,-1,-1
D1fSmrB2ing,-1,1,,-1
Baw445X8B18,,,,
bXCHdEuvZ3E,-1,,,-1
CueTe6CXMec,-1,,-1,0.5
VHrKtMd9xr4,0.5,,-1,0.5
ZxvK3jJ8Q24,-1,0,,-1
KvdNgx4kZus,1,,-1,0.5
UnX7DB5ro2I,-1,,-1,-1
TGMLRwfv-UA,,,,
pwA6ZLDaNBg,0,,,0
7T4vn6fNyCw,0.5,,,
-qIotzdARDA,0.5,,-1,-0.5
h8gVhqwSoCc,-0.5,,-1,
f64ej4HPoOo,-0.5,,-1,-1
HBvTHYOFHek,-1,,,-1
pSJKggvPTj4,0.5,,,
k1y67RkdneQ,-1,,,0.5
yILQQ9VDxAY,0.5,,-1,0
2rK0A08myK4,-1,,-1,-1
udzcxO0-mCY,,,,-1
kLULgjxdpsc,-1,,,-1
t3I7PrrVY30,1,,,-1
jFchN6O3Uik,-1,,,-0.5
gPtGSR-jZeI,0,,,
C-0mSz6wSDA,1,,-1,0.5
cQdtIwUMUVw,-1,,,
C9W32cLA2DA,1,,,0.5
e_3pZGuOVG0,,,,-1
gyLUMPx6TKw,-1,,-1,1
OtUkCTZo-G0,,,,-0.5
5Bp2969OVn4,1,-0.5,-1,-1
YStnaLg97HA,0,,,
hRTTMExoG38,1,,,1
lt-HXYdapUw,,,,1
8OAoV93uodc,-1,,,
wkvL-ZMK-Kg,-1,,-0.5,
KWDOaLgwuiM,-1,,-1,1
-nU0PIgNOHU,,,-1,1
FBY0MCy5l_o,-1,0.5,,-1
mMSGZqWMq04,-1,0.5,-1,-0.5
_7lWcWYTTTE,-0.5,,-1,1
i3d55C-mjsk,1,-0.5,-1,-0.5
YCOmD1VQrwI,,,-1,1
lz4xPzGLOwE,1,,,
6E0Usft_MNw,-1,,,
ryiXH694R44,,,,
LeLzMaGDqmw,1,1,-1,1
yafXklkSCl0,1,,-1,1
IVg1QT9V9Fc,1,-0.5,-1,-0.5
Mchtkt24YEk,,,,-1
3KKgOcDjC0I,,,-1,1
HkpuYmgPnqo,1,-1,-1,1
qlom-kE_nmA,0.5,,-1,-1
fav3tVN1oCQ,-1,,,0.5
D1vMessBoGU,-0.5,0.5,-1,-0.5
I7ZarYbxcE8,-0.5,,,0.5
tBuFp62ENq0,-1,,-1,-1
_PwpRKbLGdg,-0.5,-1,,-1
6wbz-B5wueg,-1,0.5,,
9yYHqjQxEXY,-0.5,,-1,0.5
4kC6D39foaw,1,-1,-1,-0.5
7fA-5QRAKmY,1,,,1
TM7SFfbBHEE,-1,,,
qiotZ83yMnE,,1,-1,0.5
vdD602tOqEs,,,-1,1
oirCCFDYKOc,0,,-1,
Qp-HrnNaYw0,-1,,-0.5,1
i4ttYBttqSU,-1,,0.5,-1
OWKKqy_C2yE,-0.5,,,-1
qe_e2ihgQos,-0.5,,-1,0.5
AsFqExWAmXw,0.5,,,0.5
jicR4NgonuA,1,-0.5,-1,0.5
YxFu3UzW7K0,-1,,,
Yd0SRIBybZ0,,,-1,1
tO0FZqqQHUo,0,,-1,
5h10hxIOvco,1,1,-1,0.5
Lcf76bQugXw,-1,,-1,-1
FmlkYNi1Qww,,,,
HEN19NzBBxc,,,,-0.5
6rne1AHxykU,-0.5,,-1,
77giSceFcN4,0,,,0
bsnup1F6Avo,-1,,-1,1
Amu5cvlDEuM,1,,,-1
d6B2oqF_pKU,-0.5,,-1,0.5
OwCxtwxTd7A,,,-1,-0.5
BsFz514iZTU,,,-1,-1
xGEH1tzyO8k,0.5,,-1,1
MaP62DGMWUE,,,,0
aoWSKgaGCDc,-1,,-0.5,-0.5
TJ_67mkyt68,,,,
Ny5-deAU51k,0.5,,-1,1
aWmT7LfHTvo,-0.5,,-1,-0.5
Y6GMIeR1mAk,0.5,,-1,
qUW2-w7ehSQ,-0.5,0.5,,-0.5
5ysQKWL4K8k,-1,,-1,
9RnPgHiyh6k,0.5,0.5,-1,1
1qbgDLvAPtA,-0.5,,,0
3uW7wdp1ytU,-0.5,,-1,
Wq--i2pvFlc,1,,,1
gnEsyEJGcQM,-1,1,,-1
Y82jYXRrHEw,-0.5,,,0.5
hFyf0mwyeRw,0.5,,-1,0.5
MUtLCe5LLvg,-0.5,,,
F-ILWxkhZzs,,,-1,0.5
BHuR7iUyhB0,-1,,-1,0.5
U407NY3mdu4,-1,,-1,
EmVQzvZdN4s,-1,0.5,-1,
pIIvnS_8Sdk,0.5,1,-1,0.5
kpOJgfvxyxY,-1,,-1,-1
L6EUhnjesJ8,0,,-1,
F15RLpQei6o,0,,,
AF4QSkFG1qw,-1,,,-1
wwESkz8QF9M,-1,,-1,-1
7jZwhBVL81o,1,,-1,-1
oucFbROAyLo,0.5,,-1,-1
x6qwvaxDYl0,1,,,
AIH-RJ45mSk,-1,,,-0.5
7sIXiaw_DlM,0.5,0,-1,
zB6KhzEbKG8,0,,,
nKgW20pgIYE,0.5,,,0.5
aInSfrqea_o,1,-0.5,-1,1
0-8JNuFsZ34,-1,,-1,-0.5
uIjSb50--10,-0.5,,-1,
dkUF3gLJ05E,-1,,,-1
NgC0KI-v2ss,,,,0.5
Pnj2Yca0eDc,-0.5,,,-0.5
7cqzaHOF1aU,-0.5,,,
pH4xb5V6NK8,-1,,,-1
QhcTNthUemQ,-1,,-1,-0.5
o4scwkk7vcM,0,,-1,
G08gdATct7U,-1,,,0.5
orosqgabvnI,1,,-0.5,-1
TRT9ZdviTA4,,,,
knRrPycxhFg,,,-1,1
s4ggqzOuj1c,-0.5,,,-0.5
AzblCBr1yRs,1,,-1,-1
va-rXnlZ0Jg,0.5,,-1,1
wtRzqy_xllw,0.5,,-1,0.5
cjoss5Kkv8M,-1,,-1,-0.5
HjAlsENa1LI,1,,-1,-1
LQNibZcRZH0,-0.5,,,
mVf3A-admVk,,-1,,
06EppeXJbjc,-1,,-1,-0.5
6dSgG59eU_U,-0.5,,-1,
W5Y6FX530xI,-1,,,-1
yD_EvIJ3Np0,-1,,,
e5mbMS389O0,0.5,,-1,0
ko6HMTMwz2A,-0.5,,-1,
UT0QleWVvtI,-1,1,,-0.5
ZEOxfqlaW-0,1,,,0.5
Ja1UDUnhm9A,0.5,,0.5,1
JARW3PYexeo,1,,,
0LjUjkxtBVQ,-0.5,,,-1
g9BqJwkPzLs,-1,,,-0.5
UP_tLeoA7bE,-1,,,
06l2yefXsoA,1,,-1,
BTJo0W2zzzQ,-1,,-1,-1
5enAigcYp_M,-1,,-0.5,-1
cYQHmFrCOUA,0.5,,,-0.5
t7wRxT9kDAY,-1,,,
ZccboQZd-1A,-1,,-1,
2M641Rog2gA,-0.5,,-1,
du-3GLfMML4,-1,,-1,-0.5
YxOlTiYmtUg,-1,,,-1
ByzlthOCLkU,0.5,,-1,0.5
Bc-4nmwt1GY,0,,-1,
kcYpqpi6w_A,,,,0
UjpDuAudouc,-1,,,-1
s3Rb9hzCYpY,-1,,,-1
O32sTGcvy7I,0,,-1,
dfBY4Syldqo,-1,,-1,
VhzPaOsYmbM,-1,1,0,-1
u0e5JTrjgpQ,-0.5,,-1,
K-VB_BgyTVY,-0.5,,,
YXRc97uUWS8,0.5,-0.5,-1,-1
_gx14CcxirU,-1,,,0.5
fz38i1eWp8I,0.5,,-1,0.5
AtzTgIsoEY8,0.5,1,,1
AF5iaOtLH3w,0,,0,
u0kSi72fTD8,-1,,,-0.5
DT8n5ifmh8o,-1,,,0.5
U1C5SgQwytI,0.5,,-0.5,
Iv-ak3BvHtk,,,,-1
o7dVvU0y284,1,,-1,0.5
CiH_-Y0YsGU,-0.5,,-1,0.5
JmfJ1NLAENA,-0.5,,-1,-0.5
z4xMm1US4n8,1,,-1,-1
Zf9rm_OmHog,-0.5,,-1,-0.5
1NB3bq41j20,-0.5,,-1,
Zao_b_b7cxE,-0.5,1,-1,-0.5
x9CCeTj2wfI,-1,1,,-1
fSdQJV27fqE,-1,,,-1
kJKMdvKucZM,,-1,-1,-1
InRzvwpCnNI,1,,,1
Bf20ITdECgM,1,,,-1
3NSRwoZ64uA,-1,,,
Zcqx47Am_T0,-1,1,,
qEKyScx32j8,-0.5,,-1,
5m2GLz6MSIo,-1,,-1,-0.5
ijeFTiq01vs,-0.5,0.5,-1,-0.5
YemLwhrjWHo,-0.5,,-1,1
vDBi6j_2KEE,0,,,0.5
1FQRJmdbIFc,-1,,,-1
g2chyI8Sgt8,-0.5,,,0.5
YOil2x5fDf4,,,-1,1
qiATrsyH1RU,1,,-1,-0.5
3J1vwHzl1Js,-1,,-1,0.5
jfSq-occ5FU,-0.5,0.5,-1,
0wVHj2C2n4w,0.5,,,
7AOHkKKTZlw,0.5,,-1,-1
-QWxN51kn8E,-0.5,,-1,
fKu_MdLoVk0,-1,,,-1
5DrXZ9ohts8,0,,,0
rjz-z3elBxw,-0.5,,-1,-1
VdxDTEfOhE0,1,,-1,-1
6VV5883mP_A,-1,,,-1
lMfQK90A5QA,-1,1,,-1
3FpxrLgCAOI,-1,,,0.5
_sZPlZAWCJE,,,,
H7Q2X7syqEU,-0.5,,-1,0
6F8SUuQN1oQ,-1,,,-1
s66Nx0CcPUM,-1,0.5,-1,-0.5
LPSDNCcsBOk,-1,,,0
bLl2xIZdX38,-1,,-1,-1
H8agDrztsFk,-0.5,,-1,
d1T2q86eNno,-1,,-1,
XzGZSicgKYg,-1,0,,
i61WXQ_-TlE,-1,0,-1,-0.5
5mVJx5keEJQ,-1,,-1,0
o9rJge7uPfo,-1,,,-1
BCDvYEUVUyY,-1,,-1,0.5
qH1P-B6JruM,-1,,,
c56d-BSbWbk,,,-1,1
jTCFVCGaHic,-0.5,,-1,0
a4cflBtb2A4,-1,,,
7N4RfolRbZw,-0.5,-0.5,-1,-1
T7KlIP8f9Po,0.5,-0.5,,0.5
8zynuCMvyro,0.5,,-1,1
n6ZCFetQwo0,-1,,-1,-1
98WjKTW4CYg,,,-1,
E8pMwxDFPZk,-0.5,-1,-1,
jpR0zuRV38Q,1,,-1,-0.5
tP3bixzYcYc,0,,,
Dt1akgyoekQ,0.5,,-1,1
4UAV5uzOeMg,0.5,,-1,
H3ISeEia2Dw,,,,-0.5
UEfg4hYVuUY,-1,,,0
O7ObEeQkVMQ,1,,-1,
cta6190U8ug,0.5,,,1
5Etm6ouk7fM,1,,,
TWyoz-h9YPs,0.5,,-1,
eeJSOiR3eVw,1,-1,-1,
v8eKHic8QTo,-1,,,-1
KTFfUE5tgNc,,,,
O7Qv7YinEwQ,0.5,-0.5,-1,-0.5
mxv_4s5rrN0,-0.5,,,
6dmTVFzjz8w,0,,,0.5
xF4sjMlpKQ4,0,,,
bHFP8-hER3w,-1,,-1,-0.5
97mwAuDdaDk,0.5,,-1,-0.5
SVVgz1JnQVg,0.5,,,-0.5
gPMUsh4iCcY,-1,,,-1
ZWcl0rSpkfQ,0.5,,,0.5
lqQdAIouEJ4,-0.5,,-1,
0O0u58sKs9I,-1,,,-1
dZgufFMWlXM,0,,-1,
3UMQYnnyzik,-0.5,,-1,
BSB5hhuhTdQ,-1,,-1,0.5
M94630jUDss,-1,,,-1
A6UkJ106UYE,-1,,,-1
DuZnXDSNGlQ,-0.5,,-1,-1
YciAPUNlV1E,-1,,-1,
z0YNCYdrm0k,-1,1,,-1
pLgAb97ADMU,-1,1,-1,-1
x3dtwzNmFdo,1,-1,-1,
1rpKJ8pZpmk,0,,-1,0.5
fEb1KUdhqrA,1,,-1,1
8f5JnJmFJYw,,,-1,
dVbUzazDopQ,-1,0.5,-0.5,-1
cGkzQzqm4R8,-1,0.5,,-0.5
FZfhw9qLNow,0.5,-1,-1,-0.5
8lMXoc9oK-8,-0.5,,-1,0.5
AacGbyqxvIs,,,,
JGOIxXnsxt8,0.5,,,-0.5
ws7urv1_fHI,0.5,,,
se64X-vUPp8,-0.5,0,-1,
WjhNaKzmQiI,0.5,,,
eqt2mIbt1As,-1,,-1,-0.5
GfiKZk7n5Vw,0,,-1,-0.5
UaR2WfKtVFg,,,-1,
VdPWUfJ2ans,-1,,,0
3yHUUden3SI,1,-1,-1,
ToldHp0pGyw,-1,,,-1
Tz0_URI3Ea4,1,,,-1
HCo9v4fwW4w,1,,-1,1
xkqiDYWeaeY,-1,0.5,-1,-1
_DmUZNVrAJQ,-1,,,
JnWMkpGFZoA,,,,
MsDWkUOr_vI,-1,,-1,
rWpRGH_eMHQ,0.5,,-1,0
VMy8-XwiWWg,1,,-1,-0.5
NzHS7rMsxAI,0,,,0.5
CTl_4p5jMtk,1,,-1,
Yv3ezPZSZcM,-0.5,,-1,
pwof0euMQck,-1,,-0.5,-1
ClKTxn6snT8,-1,0.5,,-0.5
XWUFVYv1Zgk,-1,,-1,0.5
V7wOymY04bY,-1,,-1,0
wwaQXK3UFAU,0.5,,,
RYdeDLhXcz4,-1,1,,-0.5
nOP3e4WWYtA,0.5,,-1,1
b64GgKxdVuM,,,,
lm_OGT53Jjw,,,,
AJI8tvU-Now,0,,,0.5
24y4bFbK73M,-1,,-1,
7tzUqbK398M,-0.5,0.5,-1,1
XvEBx1__3nk,-0.5,,,0.5
7AP_b3_lPus,-1,0.5,0,-0.5
8yXYCOZyANs,0,,-1,
Nmpw0dm0izA,-0.5,,-1,
sXd1ShNLfWA,1,,,0
1UqxdnBY7qY,0,,-1,-1
tQYVrO_5O2c,,,,
RHRIPxrmGEU,-1,,,-1
VZ-6Y4mwhUk,-1,1,-1,-1
GY4N8VJkqww,,,,+0.5
-u2Sr2mIROU,-1,,-1,0.5
7To2LBWuJeA,1,-1,-1,-0.5
QgXSQW6Ldbo,-0.5,,,
MLDihP7AjrU,-1,0.5,-0.5,0
Q2PWdNb5aUs,1,,-1,1
5WAwF9sFz-w,-0.5,-0.5,-1,0.5
Qy2ZTfC4TA8,0.5,-1,-1,
5VyJ5fFDi4Y,0,,-1,-1
aTX7Ef0L0vU,-0.5,,,1
lHRjE0SzMFI,,,,
Bkm_aPLeRis,1,-1,-1,
9tAnkaHuYjQ,-1,,-1,-1
Yi9KNRU_HW0,-0.5,,,-0.5
UHl6qo5FET0,,,,
2Ty1RvnulrE,-1,,,-1
jC3uLVA7ymM,-1,,,
ozaGheu5Cms,-1,,,
v7UCLw0bY58,-1,,,0
Fmju9RMiKEg,-1,,,-1
p4C4WoT9mXw,-1,0.5,-1,-1
wG7C-DnrfDk,,,,
SCtuGxMFNgc,1,,,
H1QTdaKDfj4,-1,,-1,-0.5
7xDphBwrsXc,0.5,,-1,
1W2VUzg78mo,0,,,
yKECtruHcpw,0.5,,,0.5
6pufXVD3pMk,-0.5,,-1,0.5
lUJyl-aHmkc,,,,
1fOrfQjOdsw,-1,,-1,1
zqL7BUoPD1o,-0.5,,-1,0.5
8Ws3NuaIk-w,-1,0.5,-0.5,-1
pcfDUv1fkpI,-1,,,-1
hjWY_L65o-s,0,,,0.5
w7mybGVbwvA,-1,,,-0.5
zii8UONMM2k,-0.5,,-1,0.5
VbIZeF2Db5k,0.5,,-1,-0.5
sKgjfUGIPmU,-1,0.5,,
Isj3GAyNTBA,0.5,,,0
n9HamXTWVug,,,,
a-7uQZ3wxzc,-0.5,,,
ZGd6ttLdlFE,-0.5,,-1,1
ON6aWpf8mv4,0.5,,-1,0.5
BUG2ZisUfq8,-0.5,,,-1
cGOyyhH-CL8,,,-1,1
wKmxQcIRd6U,-1,,,-1
XogvPdtRhog,-1,,-1,
Df0--yYFI-U,1,,,
X2Lzsz0kKsI,-1,,-1,
K06uV_M6Jbg,-0.5,0.5,-1,0.5
nCxY4mXJVU4,0,,,
emKC1yYyzM0,1,,-1,0.5
HiuOnomzaa0,-1,0.5,0.5,
Gzf8XYCX5f8,-1,,,-0.5
t2Ubj7twNRU,0.5,,-0.5,
B8qRZJrlTrs,0.5,,-1,-0.5
7HiuRSLPspo,0.5,,-1,
Ie8aHnYaAt8,-1,,,-1
ocwck2BnOkk,-1,,-1,-0.5
Mj24uoECFZk,,,-1,
cuGFyibx9Vg,-0.5,,-1,-1
j0v_CACqZzI,,,-1,
VoPSgiQ3J3g,,,,1
t_sugm2ty1A,-0.5,,-1,
Njv9mybOGVo,-1,1,,-0.5
7OGLF83R-Qw,-1,,-1,-1
nrtNF9El--0,0,,-1,
R-wYuecHyxU,1,,,0.5
ikk6S-Dz-HY,1,,-1,1
Ix2VKGejPIE,0.5,,-1,-1
0swIXZvBVSs,-1,1,,-1
J1nDEDzimEI,0.5,,-1,-1
8v_DfgPiqjY,,,-1,1
pzhyMJkLjYU,,,-1,0.5
kmEhXUMzCe8,0.5,,-1,-0.5
LtvqQRv4bdM,1,,-1,0.5
wSBneGPEAew,0,,,
8cufgGIkTVc,-1,,,0.5
QbvfqbJsrjY,1,,,1
RZRzKfBCD2Q,1,,-1,
iIReZ6HEX88,,,-1,
fHoUWXNfdv8,-0.5,0,-1,
EL8P1dfFZ-c,-1,,-1,-0.5
y8RW-vraOD8,1,,-1,-1
Z_V6Coh9kmg,-1,,,-0.5
LtdANYoLg7U,0.5,,,
AXu1uiHHhDw,,,,-0.5
VvjZO1JjO3Y,0.5,,-1,
k1xvOQMf6Mk,-1,,-1,-0.5
Q-HnznFFCEs,-0.5,0.5,,0
pRBEVryqOMQ,-1,,-1,0.5
ujnjbVZZTBc,-1,,,-1
M-BxVJ9dL8M,-0.5,,,-0.5
EnR7yPETLrU,1,,,0.5
VqyhYLamuuI,-1,,,
pqor6tDawx8,-1,0.5,-1,
5jNuACNAtO4,1,-0.5,-1,-0.5
VAz4HqyzsYQ,-1,0.5,-1,-0.5
IsIAzQPyBjc,-1,,,-0.5
KgWj8bEoEnE,0.5,,-1,0.5
G-sD6SICamE,-0.5,,-1,
R8gSf_0z3jw,,,,
M4QHjN-Sjsk,1,,,
QWw0_2t25c4,,,-1,
otNahIAUpzU,-1,0.5,,-1
JQ-b7G4YQ8o,1,,,1
OqCr47g9Q7g,,,,+1
-pQpBHW4TCE,-0.5,,,-0.5
3on11FPyYNs,,,-1,1
Ws6w56QGHh8,0.5,,0.5,
5FXNpgTd_yU,,,,-0.5
flgpOBHyqHY,,,-1,-1
spi-SPwlTZk,-1,-0.5,-1,-0.5
hQKB28x8WIM,-0.5,,-1,-0.5
gS7Vczu32OM,-1,,,-1
Aa4KNfK04NY,0,,-1,
nDbWRnKKpiA,0,,-1,-0.5
iRh908HE2_8,1,-1,-1,-0.5
z8hRZNdWuSs,,,,
Ps6ZJ56tty0,-1,,,-1
kGLxekXCTco,0.5,,-1,-0.5
dxqQ5OYQkoI,-1,1,-1,
q6826aUhZJs,-1,1,,
P2VbJqgQW_g,-1,1,-1,1
iJfmxwxgkNE,1,,-1,
ZEEl-s21HeQ,-1,,,-1
fsLfu0dUuKU,0,,-1,-1
gSTqV3ZprN8,-1,,,
1781dp1VvVQ,-1,,,-0.5
S53FSjRweJk,-0.5,,,
RkWEbQ8RmRE,,,-1,
oXNYDHaxUAg,0,,,-1
-8K4Slm7HWM,-1,,,-0.5
dWeHaa9Z64c,-1,,-1,0.5
d7Cw2_3h8Qg,-1,,-1,
EXdbSIkcaUE,-0.5,-0.5,-1,
hwE2qIVvsxM,-0.5,,,0.5
0RH7clcuroM,1,,-1,-0.5
nzuxPYM97Rg,-0.5,,,
kUSOBWu47r0,-1,,-1,-0.5
YukBrmhdmOc,1,,-1,-1
x8I808hbtbE,0,,-1,0.5
GxLSYxh1GiE,,,,-1
3CtmDADHenM,,,-1,
f8mJL1yCVnI,-0.5,,,0.5
xGHZDp04YwI,-0.5,,,-1
VPvJeqDFlRs,-0.5,,-1,0.5
Ayf8nQ0coOY,,,,-0.5
eGDKwDd2wK4,0.5,,,1
kVNpgVNRTGY,0,,,0
_ZrXuoK3iXk,,,,
sTePQnDjUS8,1,-1,-1,
fg9bNE2Hd4s,1,,,1
o0agfNzUQp4,1,,-1,1
-tqH7yoWq8A,,,,
OGMpRI-hgAA,1,-1,-1,
eLY8rs2YERk,0.5,,-1,0.5
fdQFEClrNKw,-1,,-1,-0.5
cr8T1F6hVJ8,1,,,0
Sp5OTx16zqU,-1,,,
i6FYoiXQJ-4,0,,,0.5
Z3no9bDCF8g,-0.5,,,
RxLcQqRZFgo,-1,,0.5,1
mpGZ0V7df_c,,,,-1
yznqeJq3B0c,0.5,,,
uwwhKKSlJho,-1,,-1,0.5
2CdMWBUzPOI,-1,,,0.5
-6zPl_YLU5M,-0.5,,-1,-0.5
7r9-zmTcWtU,,,-1,0.5
X21RUGFwpbY,-0.5,-1,-1,-1
Xq01JUPXkgA,-1,,,
VwDSnHblAdk,-0.5,,-1,
_xUjR1YPM1A,0.5,,,0.5
oqx_WWfjXjU,1,,-1,1
-RErLzxlKvs,1,,,1
ot6BdooEl6g,1,,-1,-1
aVchAE3zRTw,-1,,,-1
m2G5iBkW24g,0.5,,-1,-0.5
SMh2DoOJnBk,-1,,,-1
GWDVsc1sLC8,-1,,-1,-0.5
TJEHz-DMBnY,-0.5,,-1,0
FXwaumY8CEY,1,-1,-1,
2O4L-zWj0jI,,,,-1
wctmwSJHwlA,,,-1,-1
wa3nR4UpKTY,0,,,0
JmAzEH56mD4,1,,-1,1
QLMB8KmpFZU,0,,0,0
SsN_xXitX6A,0.5,1,-0.5,1
Zfohxia3r6Q,-1,,,-1
ygDx7L9_BB0,1,,-1,1
NEYSjK5yG0E,-1,,-1,-1
uDiezk8XbTo,,,-1,-1
4D1jm6CD4Po,-0.5,,-1,
I_Q6gEw8CWw,0.5,,-1,0.5
8Bj9qsWF8po,-1,,-1,-1
yHqdrvR5gPs,,,,
BGDbleyNmDw,1,0,-1,
hQw5_V52VBk,-1,0,0,-0.5
qUzTTb-hZCs,,,,
2aYgIz9c498,0.5,,-1,1
8G8GNzforH8,-1,,-1,-1
H-PrF0yKpt0,,,-1,-0.5
N0c0SnY8fHI,1,,-1,
XyA6U5_6dM0,,,,
i_eQy7_GAPI,-1,,,
n4ij6laOkGM,0,,-1,1
yd6Rr3U87_w,-0.5,,,-1
XV5avPa8xTI,,,,
vnYtY2-wTaA,0,,-1,-0.5
eRECsaTfg6E,-0.5,0.5,-1,0.5
IV5POkrTj3Q,,,,
ngnpLE7_Tsw,0,,,0
08ab0T_MRkk,+1,,,+1
oQkByKNBzQc,0.5,,0,
uZK8iChRWeQ,1,,-1,1
rxoNJ1JG3q4,,,,-1
Tqcwz8MIhvE,1,null,-1,1
xUYxUUs51WI,-0.5,,,0.5
amwyxebVLDM,-1,,,-1
EMLQ2CKMrRQ,-1,,-1,-1
07FrVwiwIL8,,,-1,0.5
pL1-1HKkJWM,-1,,,1
azfdOCG9yok,,+1,-1,
WzCvxwAeGSM,-1,-0.5,-1,-1
D6EnN-LDEl0,1,-0.5,-1,-0.5
_G-GIOhXkwY,-1,,,-0.5
E8ByU4-JIEA,-1,,-1,-0.5
6Dxw74b1RZs,-1,,0.5,
go2CVoxvxbs,1,,,-0.5
Apx6iN-NEh8,1,-0.5,-1,-1
g1lgO02F3MM,-1,0,-1,-1
Vhn7W0_hiCY,-1,,,-1
hck0ymVl43Y,-1,,,-1
PI9zL8_qRI8,0.5,,-1,
rwFLIHs85Qo,-0.5,,-1,
mgdiacdL3PU,-0.5,,,0.5
9nuP_bTtRVI,,,,-1
r17441zLl-c,-1,1,0.5,-1
EgrBAjd4_Ls,-1,1,,
mF0y-Flcq9k,-0.5,,,
WspEsCfytMw,-1,,,-1
pSyzLuy9QUs,-1,,-1,-1
MHiXdElfuYo,,,,0
sQ65DzAODXs,1,,-1,1
JYUmf8ATgQg,,,-1,-0.5
fqHm6wEzu9E,1,,-1,
KIGARIv_poA,0,,,0
QXkKk8aE6kQ,1,,-1,
eXJAneYeHU8,-0.5,,-1,
eb63j6Bfek4,0,,,1
UDPUEOVPu8Y,,,,-1
3-dAxlAMoK8,-0.5,,-1,0.5
KXM7SIYqWEk,1,,-1,-1
