video_id,title,channel_id,channel_title,published_at,time_delta,israel_regierung,palaestinenser_zivil,hamas,westliche_staaten,ideology_channel_mean,populism_channel_mean,ideology_group,populism_group,month
0vsHR50jsAI,SPIEGEL-Talk: Deborah Feldman und Gregor Gysi über Antisemitismus von links und Kritik an Israel,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-11-15 18:00:10+00:00,1,-0.8,0.7,-1.0,-0.9,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-11
0j1hxAtlFIk,Vormarsch in Gaza: Der Krieg aus Sicht israelischer Truppen | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-11-09 14:15:00+00:00,1,-0.5,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-11
NhakZp2AqL0,Pro-Palästina-Demo in Berlin: Tausende demonstrieren für Gaza | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-11-06 09:10:03+00:00,0,-1.0,0.5,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-11
8yXYCOZyANs,Israel veröffentlicht Video von »begrenztem Vorstoß« gegen Hamas im Gazastreifen | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-26 10:05:19+00:00,0,0.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
qhwnzmyd7Lg,"Israel: Militärsprecher Arye Shalicar über Gaza, Hamas und Antisemitismus in Deutschland",UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-19 15:30:12+00:00,0,1.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
kODn13P2bto,Joe Biden in Israel: Hilfe für Menschen in Gaza soll aus Ägypten kommen | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-19 14:00:27+00:00,0,-0.5,,-1.0,1.0,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
ozP9fkWqECU,Olaf Scholz in Israel und Ägypten: »Ihm wird vor Ort offenkundig Respekt entgegengebracht«,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-19 09:00:29+00:00,0,0.0,0.5,-1.0,1.0,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
itoRkb_nwLs,Iron Dome in Israel: So funktioniert das Raketenabwehrsystem | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-17 13:00:37+00:00,0,1.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
Y-7W3OrVStE,"SPIEGEL-Reporter in Sderot, Israel: »Es zittern die Fenster und Türen«",UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-16 15:15:01+00:00,0,0.5,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
wtX9OkIdzpY,Evakuierungen aus Israel: »Da sind Steine vom Herzen gefallen« | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-13 16:15:03+00:00,0,,,-1.0,-0.5,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
9U-woSaVJlk,Israelis reisen in den Krieg: »Wir müssen uns ihnen anschließen« | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-13 11:30:04+00:00,0,0.0,,-0.5,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
435xoOY9O48,SPIEGEL-Reporter in Gaza-Nähe: Noch immer liegen hier die Leichen am Wegesrand,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-11 12:30:02+00:00,0,0.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
Aa4KNfK04NY,"Vermisste deutsch-israelische Familie: »Wir beten, dass Deutschland sich einschaltet« | DER SPIEGEL",UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-11 10:30:03+00:00,0,0.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
MtxStfDegBk,Israel und der Hamas-Terror: »Wie viele Tote kann diese Gesellschaft verkraften?« | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-11 08:59:49+00:00,0,-1.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
m2G5iBkW24g,Israel: Michel Friedman und Marie-Agnes Strack-Zimmermann über Hamas-Terror und Judenhass,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-10 20:24:01+00:00,0,0.5,,-1.0,-0.5,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
SCFXDBiYTWw,Hamas-Terror im Nahen Osten: Hass-Demos weltweit – aber auch Solidarität mit Israel | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-09 15:56:04+00:00,0,,,-1.0,1.0,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
6cZjYpqhEcY,Israelischer Familienvater appelliert an Hamas: »Tut ihnen nicht weh!« | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-09 09:15:48+00:00,0,,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
eBqZF9x4NnM,Angriff auf Israel: »Sie schießen immer noch« | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-08 20:20:36+00:00,0,0.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
Mk9dD7ogna8,Der Terrorangriff und die Folgen Die Israelis stehen jetzt Schlange – um Blut zu spenden,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-10-08 20:00:52+00:00,0,0.0,,-1.0,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-10
PfQyr55SArw,Israel: Proteste nach Abstimmung zur Justizreform gehen weiter | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-07-25 16:30:04+00:00,-3,-1.0,,,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-07
38lzGtpO0EU,"Massendemos in Israel: »Alles ist in Gefahr, wenn wir eine Diktatur werden« | DER SPIEGEL",UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-07-19 11:30:02+00:00,-3,-1.0,,,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-07
InGpV-xqVbs,Seltener Gast am Strand: Mönchsrobbe Yulia begeistert Israel | DER SPIEGEL,UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-05-19 12:00:27+00:00,-5,,,,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-05
Ztw5Zz571Jo,"Proteste gegen Justizreformen in Israel: »Wir versuchen, die Demokratie zu retten« | DER SPIEGEL",UC1w6pNGiiLdZgyNpXUnA4Zw,DER SPIEGEL,2023-03-02 16:05:36+00:00,-8,-1.0,,,,4.871794871794871,0.6585365853658537,Mitte,Niedrig,2023-03
Xtl-9USAtcg,Nahostkonflikt: Trump fordert bedingungslose Kapitulation! Brent Öl | Nvidia | AMD | Amazon,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2025-06-18 08:02:52+00:00,20,,,,-0.5,5.0,1.625,Mitte,Niedrig,2025-06
-sZ6ZAAS16E,Nahostkonflikt – politische Börsen haben kurze Beine! Bitcoin | Strategy,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2025-06-16 07:36:43+00:00,20,-1.0,,,-1.0,5.0,1.625,Mitte,Niedrig,2025-06
d_hxQ7J_a1s,"Krieg im Nahen Osten belastet DAX weiter - Ölpreise, ThyssenKrupp, Boeing, Airline-Aktien",UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2025-06-16 06:16:12+00:00,20,,,,,5.0,1.625,Mitte,Niedrig,2025-06
XOJLpMx8vL8,"Nahost-Eskalation belastet Aktienmärkte - Öl & Gold steigen, Newmont, Oracle, Boeing, Alphabet, Coke",UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2025-06-13 12:55:44+00:00,20,,,,,5.0,1.625,Mitte,Niedrig,2025-06
Gyh3WjA9BEI,Nahost-Konflikt - jetzt alles verkaufen? Brent Öl | Coinbase | AMD | Bitcoin,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2025-06-13 07:49:27+00:00,20,0.0,,,0.0,5.0,1.625,Mitte,Niedrig,2025-06
K-72T8tiUok,"Naher Osten, Chinesische Konjunktur und die US-Wahl treiben den Ölpreis an.",UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2024-10-09 12:08:23+00:00,12,,,,,5.0,1.625,Mitte,Niedrig,2024-10
7WA7884TMuo,Targa Resources: Spannung im Nahen Osten – Neue Öl-Rally kurz bevor? Trading-Tipp,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2024-10-08 07:54:03+00:00,12,,,,,5.0,1.625,Mitte,Niedrig,2024-10
JokQ1U3OQ5Q,Shell: Anstieg durch Eskalation im Nahen Osten? Trading-Tipp,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2024-08-08 08:00:39+00:00,10,,,,,5.0,1.625,Mitte,Niedrig,2024-08
kXj0r0sViao,"Chancen nutzen: Bitcoin, MicroStrategy, Netflix während des Nahost-Konflikts im Fokus",UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2024-04-19 10:19:06+00:00,6,,,,,5.0,1.625,Mitte,Niedrig,2024-04
oM0MYj3GQtE,Eskalation im Nahen Osten - Marktkorrektur: So groß ist das Risiko tatsächlich!,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2024-04-16 12:34:03+00:00,6,,,,-0.5,5.0,1.625,Mitte,Niedrig,2024-04
8tkDO3lPEc0,Zwermann-Analyse: Nahostkrieg und die Folgen für den Kapitalmarkt,UC62IIFhchBWQxLPSyUatD-A,DER AKTIONÄR TV,2023-10-18 16:44:23+00:00,0,,,,-0.5,5.0,1.625,Mitte,Niedrig,2023-10
z8hRZNdWuSs,Miss Universe: Heftiger Shitstorm und Morddrohungen gegen Miss Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-11-17 09:01:45+00:00,25,,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-11
70_FKyHuheY,Israel: Drei ermordete Geiseln kehren heim,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-10-15 10:16:28+00:00,24,,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-10
iEw2g6Xlz-k,Auf diese Busse wartet ganz Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-10-13 08:11:17+00:00,24,,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-10
jBWDHsTQlBQ,Zwei Jahre nach dem Hamas-Angriff: Israel gedenkt der Opfer von Kfar Aza,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-10-07 08:13:32+00:00,24,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-10
qEKyScx32j8,Israel stoppt Hilfsflotte mit Greta Thunberg nach Gaza,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-10-02 08:30:27+00:00,23,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-10
8sbhBm4FuuA,🔴 Netanyahu bei Trump im Weißen Haus: Verkünden sie jetzt den Friedensplan für Gaza?,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-09-29 19:15:15+00:00,23,1.0,,-1.0,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-09
oIEEsXVc-tc,Trump empfängt Netanjahu: Gelingt ein Gaza-Deal?,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-09-29 15:01:34+00:00,23,0.5,0.5,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-09
Uqam4xpzMEk,Jemen: Israels Luftwaffe attackiert Huthi-Miliz in Sanaa,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-08-25 09:30:15+00:00,22,0.5,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-08
qcY5MhOLY6E,Gaza: Junge stirbt bei Abwurf von Hilfslieferung,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-08-10 18:31:00+00:00,22,,,-1.0,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-08
TVEsuWy7WHU,"Tel Aviv, Israel: Tausende Menschen fordern Freilassung verschleppter Hamas-Geiseln",UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-08-03 14:00:47+00:00,21,,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-08
1hUe9Y2dcts,Waffenruhe zwischen Israel und Iran in Kraft,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-06-24 08:00:02+00:00,20,0.0,,,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-06
2SbEnFvaG0c,Explosion in Teheran: Israel zerstört iranische F-14 Tomcat,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-06-17 09:00:08+00:00,20,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-06
QAVfuwou9IE,Israel: Iran feuert in der Nacht Raketen auf Tel Aviv,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-06-15 08:15:02+00:00,20,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-06
1W2VUzg78mo,Nahost-Konflikt: Zerstörte Häuser und Tote auf beiden Seiten,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-06-14 15:30:01+00:00,20,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-06
-xzyTP_vETE,Israel startet neue Bodenoffensive gegen Hamas,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-05-17 09:30:01+00:00,19,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-05
xqDqaehJ3VM,Hamas-Geisel Edan ist frei,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-05-13 09:01:30+00:00,19,,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-05
Rf7oe7bi5pQ,Waldbrände in Israel: Menschen fliehen über die Autobahn,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-05-01 09:30:12+00:00,18,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-05
EkKSeFTfp6w,„Gaza 2025”: Trump teilt bizarres KI-Video,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-02-28 11:00:19+00:00,16,-0.5,,,-1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-02
-HtCnGws4ns,BERLIN: Israel-Hasser ziehen durch die Hauptstadt,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-02-02 17:00:00+00:00,15,,,-1.0,-0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-02
jP2vX-23qHE,Hamas-Geisel Agam Berger endlich zu Hause!,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-01-31 09:00:50+00:00,15,,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-01
lF8yt6MASN0,Palästinenser kehren heim: Waffenruhe zwischen Israel und Hamas fragil,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2025-01-28 14:00:50+00:00,15,,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2025-01
KQ0heH-_z7U,BEIRUT: IDF-Animation soll Gold-Bunker der Hisbollah zeigen,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-23 08:00:13+00:00,12,0.5,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
I2CK223c_6o,"Festival-Massaker in Israel: Der Moment, als der Horror beginnt",UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-21 10:00:15+00:00,12,0.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
T8yybjRip68,Hamas-Chef Sinwar getötet: Israel feiert den Tod des Terror-Fürsten,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-18 08:00:20+00:00,12,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
BE_cUyngAy0,ISRAEL: Das ist das größte Krankenhaus der Welt,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-10 12:00:19+00:00,12,1.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
f2SKL0M4SG4,BERLIN: Israel-Hasser hetzt von Polizeiwagen,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-07 12:30:36+00:00,12,,,,-0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
Flqe0bKrPeY,Vater von Shani Louk trauert an ihrem Grab,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-07 09:00:17+00:00,12,,-1.0,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
IfBOzePpOhs,Yoni Levy enthüllt: Entführung seiner Tochter durch Hamas,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-06 14:00:28+00:00,11,,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
6cP0fd__O3I,Israel startet Operation „Nordpfeil“ im Libanon,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-10-01 10:00:10+00:00,11,0.5,,,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-10
dEbKFrMu8hY,Hauptquartier bombardiert: Isreal greift Hisbollah-Chef an,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-09-28 08:00:33+00:00,11,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-09
HyFZ1wCS2kw,Verteidigungs-Krieg: Netanjahu-Ansprache an Menschen im Libanon,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-09-24 08:00:12+00:00,11,1.0,,,0.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-09
6FLBG78xAzs,BERLIN: Palästina-Demos verteufeln Israel und feiern Mörder,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-06-08 12:00:10+00:00,8,-1.0,0.5,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-06
x2l9GCFT0DI,6200 Israel-Hasser demonstrieren in Berlin,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-05-19 12:00:53+00:00,7,,,,0.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-05
FEY2y3W4GFQ,Berlin: Israel-Hasser blockieren Humboldt-Universität,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-05-04 10:00:14+00:00,6,0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-05
r0S5On5d3XE,Berlin: Polizei räumt Pro-Palästina Camp am Bundestag,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-04-26 14:01:17+00:00,6,,-0.5,,0.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-04
GrI-QeFAjC4,Alec Baldwin Streit mit Israel-Hasserin,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-04-24 16:00:13+00:00,6,,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-04
UT9Pw45QUFM,Israel schlägt gegen den Iran zurück,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-04-19 09:00:21+00:00,6,0.0,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-04
rB_m1kaK6VU,Pro-Palästina-Protest,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-04-16 16:00:41+00:00,6,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-04
cAXmgxncEdI,Gegenschlag von Israel? Um diese Ziele im Iran geht es!,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-04-16 08:00:19+00:00,6,0.0,,,0.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-04
oeRhSU1Kje8,"Nach brutaler Attacke in Berlin: „Ich wurde verprügelt, weil ich Israel unterstütze“",UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-02-06 17:00:44+00:00,3,,,,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-02
zJW0rYltrBg,Deutscher Elitesoldat in Gaza gefallen,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-01-29 16:00:43+00:00,3,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-01
T37cM2Vocn4,Krieg im Norden Israels eskaliert | BILD-Lagezentrum,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2024-01-09 14:30:14+00:00,3,1.0,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2024-01
VHrKtMd9xr4,Schwere Kämpfe im Gazastreifen | BILD-Lagezentrum Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-12-21 14:36:33+00:00,2,0.5,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-12
eryEA-_yEho,Gaza-Streifen: Hamas versteckt Munition in Brutkästen,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-12-18 17:00:40+00:00,2,0.0,1.0,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-12
Uwm_LErl--k,Hamas-Terroristen planten Anschlag,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-12-15 12:00:23+00:00,2,,,-1.0,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-12
c0FysAAkO3I,Israel-Hass im polnischen Parlament,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-12-13 10:00:22+00:00,2,,,,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-12
K75p1ZdrPes,Nahost-Krieg geht nach einer Woche Pause weiter | BILD-Lagezentrum Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-12-01 16:30:04+00:00,1,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-12
twmGZf4SAOk,Israel-Premier Netanjahu warnt vor Islamisten-Gefahr,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-29 10:48:27+00:00,1,1.0,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
HHx5dOaXY8Q,„Eiserner Stachel“ sticht präzise: Superwaffe lässt Hamas keine Chance,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-21 11:00:13+00:00,1,0.5,,-0.5,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
2_V00acYVZ4,Darum ist Israels Bodenoffensive so erfolgreich | BILD-Lagezentrum,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-20 09:30:00+00:00,1,0.5,,-1.0,0.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
adAGIzpZYGw,Hamas-Geiseln unter Kinderkrankenhaus eingekerkert? | BILD Lagezentrum Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-14 20:30:02+00:00,1,0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
yz3sAMUI4rM,Terror-Tunnel der Hamas im Gazastreifen werden gesprengt,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-14 12:00:49+00:00,1,0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
Hz_aU9-lc28,Hamas-Terroristen lauern IDF in Gaza auf | BILD-Lagezentrum,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-06 18:00:12+00:00,0,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
pFmNTkx7L28,Demo eskaliert: Tausende Menschen bei Pro-Palästina Demo in Berlin,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-06 13:00:45+00:00,0,,,-1.0,-0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
A_ewOKwPhoM,"Das Terror-Tunnel-System der Hamas: Dunkel, stickig, verwinkelt",UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-02 13:00:12+00:00,0,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
_9Pyd41RdEc,Comedian ganz ernst: Hape Kerkelings wichtigste Rede zum Israel-Krieg,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-11-01 18:30:21+00:00,0,0.5,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-11
aInSfrqea_o,Israel-Präsident über ermordete Shani Louk | Paul Ronzheimer Interview,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-30 17:00:00+00:00,0,1.0,-0.5,-1.0,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
oDx3xhaHyDo,Israels Panzer dringen am Mittelmeer vor | BILD-Lagezentrum Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-29 18:00:30+00:00,0,0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
UV75M3EP938,Dramatische Sprachnachrichten: Yoni Ashers Familie von der Hamas entführt | Israel-Krieg,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-25 13:00:25+00:00,0,,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
u4EcoRTXUFs,Hisbollah greift Nord-Israel an | BILD-Lagezentrum,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-11 14:00:38+00:00,0,1.0,,-1.0,1.0,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
vju5peVMKGE,Vorbereitung für Bodenoffensive läuft | BILD-Lagezentrum Israel,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-10 14:00:41+00:00,0,1.0,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
ov7ym3sYW7Y,Volltreffer auf Waffenlager: Israelische Luftwaffe schlägt zurück,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-10 08:00:21+00:00,0,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
R3C3YZLSpeM,Hamas-Blutbad auf Israels Straßen: Netanjahu: „Wir sind im Krieg“ | BILD Live – Sondersendung,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-07 13:24:08+00:00,0,-0.5,,-1.0,0.5,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
iCgzW0eRIS4,Terror-Überfall auf Israel | BILD-Lagezentrum SPEZIAL,UC4zcMHyrT_xyWlgy5WGpFFQ,BILD,2023-10-07 13:00:38+00:00,0,-0.5,,-1.0,,5.113636363636363,0.3695652173913043,Mitte,Niedrig,2023-10
